venue_idx,name,profile_url,venue_url,address,postcode,lat,lon,hove,sussex,geocode_source
123,Moon By Sea,,https://www.instagram.com/themoonbysea/,,BN1 2GG,50.823260,-0.149985,False,False,ONSPD via Nominatim (Sussex bbox)
124,"The Eight Bells, Jevington",https://restaurantsbrighton.co.uk/eight-bells-jevington/,https://restaurantsbrighton.co.uk/eight-bells-jevington/,"Jevington Rd, Jevington, Polegate, BN26 5QB, United Kingdom",BN26 5QB,50.794032,0.215994,False,True,ONSPD via venue page postcode
125,"The Star Inn, Waldron",,https://www.instagram.com/thestarwaldron/,,TN21 0RA,50.951829,0.204783,False,True,ONSPD via Nominatim (Sussex bbox)
126,"The Thatched Inn, Hassocks",,https://www.instagram.com/thatchedinnhassocks/,,BN6 8BB,50.924656,-0.131068,False,True,ONSPD via Nominatim (Sussex bbox)
127,The Sussex Ox,https://restaurantsbrighton.co.uk/the-sussex-ox-pub/,https://restaurantsbrighton.co.uk/the-sussex-ox-pub/,Milton Street East Sussex BN26 5RL,BN26 5RL,50.815523,0.172037,False,True,ONSPD via venue page postcode
128,The Hurstwood,https://restaurantsbrighton.co.uk/harveys-brewery/,https://restaurantsbrighton.co.uk/harveys-brewery/,,TN22 4AH,51.010958,0.128763,False,True,ONSPD via Nominatim (Sussex bbox)
129,The Seaview,,https://the-seaview.co.uk/,,BN13 1JB,50.826944,-0.396467,False,True,"ONSPD via Nominatim (Sussex bbox, retry)"
130,Barley Mow Selmeston,,https://thebarleymow.uk/,,BN26 6UE,50.839957,0.138314,False,True,ONSPD via Nominatim (Sussex bbox)
131,Jolly Sportsman,https://restaurantsbrighton.co.uk/jolly-sportsman/,https://restaurantsbrighton.co.uk/jolly-sportsman/,"The Jolly Sportsman, Chapel Lane, East Chiltington BN73BA",BN7 3BA,50.920337,-0.050653,False,True,ONSPD via venue page postcode
132,The Piltdown Man,,https://piltdownman.co.uk/,,TN22 3FN,50.9808399,0.0497322,False,True,Nominatim (Sussex bbox)
133,Chequer Inn Steyning,,https://www.chequerinn.co.uk/,,BN44 3RE,50.889452,-0.330598,False,True,ONSPD via Nominatim (Sussex bbox)
134,George at Burpham,,https://www.georgeatburpham.co.uk/,,BN18 9RR,50.870343,-0.523841,False,True,ONSPD via Nominatim (Sussex bbox)
135,The Royal Oak Lewes,,https://www.theroyaloaklewes.co.uk/,,BN7 2DB,50.872428,0.010868,False,True,ONSPD via Nominatim (Sussex bbox)
136,The Dorset Lewes,,https://www.thedorsetlewes.co.uk/index,,BN7 2RD,50.874836,0.018818,False,True,ONSPD via Nominatim (Sussex bbox)
137,"The Ram Inn, Firle",,https://raminn.co.uk/,,BN8 6NU,50.846847,0.084832,False,True,ONSPD via Nominatim (Sussex bbox)
138,The Crown at Turners Hill,,https://thecrownturnershill.co.uk/,,RH10 4PT,51.103405,-0.084943,False,True,ONSPD via Nominatim (Sussex bbox)
139,"The Trevor Arms, Glynde",,https://www.thetrevor.co.uk/,,BN8 6RU,50.857798,0.069363,False,True,ONSPD via Nominatim (Sussex bbox)
140,"The Talbot, Cuckfield",https://restaurantsbrighton.co.uk/talbot-cuckfield-pub/,https://restaurantsbrighton.co.uk/talbot-cuckfield-pub/,"The Talbot, High St, Cuckfield, West Sussex, RH17 5JX",RH17 5JX,51.006106,-0.142450,False,True,ONSPD via venue page postcode
141,"The Crabtree, Horsham",,https://www.crabtreesussex.co.uk/,,RH13 6PU,51.014575,-0.260684,False,True,ONSPD via Nominatim (Sussex bbox)
142,The Sportsman,https://restaurantsbrighton.co.uk/sportsman-pub-goddards-green/,https://restaurantsbrighton.co.uk/sportsman-pub-goddards-green/,"Cuckfield Road, Hassocks, West Sussex BN6 9LQ",BN6 9LQ,50.966806,-0.171932,False,True,ONSPD via venue page postcode
143,Curio Cafe & Bar,https://restaurantsbrighton.co.uk/curio-cafe-bar/,https://restaurantsbrighton.co.uk/curio-cafe-bar/,"1 Clyde Rd, Brighton and Hove, Brighton BN1 4NN",BN1 4NN,50.834805,-0.137428,False,False,ONSPD via venue page postcode
144,Komodo Coffee,,https://www.komodo.coffee/,,,,,False,False,
145,44 Poets,,https://44poets.co.uk/,,BN3 5BF,50.833861,-0.178409,False,False,"ONSPD via Nominatim (Sussex bbox, retry)"
146,Drury Cafe,,https://www.drurysouthern.co.uk/,,BN42 4FJ,50.834473,-0.236854,False,False,ONSPD via Nominatim (Sussex bbox)
147,Julien Plumart,https://restaurantsbrighton.co.uk/julien-plumart-brighton-cafe/,https://restaurantsbrighton.co.uk/julien-plumart-brighton-cafe/,"48 Queens Rd, Brighton, BN1 3XB",BN1 3XB,50.826878,-0.142273,False,False,ONSPD via venue page postcode
148,Little Bruce Coffee,,https://www.instagram.com/littlebrucecoffee/,,BN3 5SJ,50.835231,-0.204729,False,False,ONSPD via Nominatim (Sussex bbox)
149,Nowhere Man,,https://www.instagram.com/goingnowhereman/?hl=en,,BN1 3FH,50.825342,-0.148384,False,False,ONSPD via Nominatim (Sussex bbox)
150,17 grams,,https://17grams.co.uk/,,,,,False,False,
151,MOGUMOGU,https://restaurantsbrighton.co.uk/mogumogu/,https://restaurantsbrighton.co.uk/mogumogu/,"81 London Road, Brighton, BN1 4JF",BN1 4JF,50.832592,-0.137360,False,False,ONSPD via venue page postcode
152,Tom's Sandwich Shop,,https://www.instagram.com/tomssandwiches/,,,,,False,False,
153,Earl's Sandwiches,,https://www.instagram.com/earlsbrighton/,,,,,False,False,
154,Chilli,https://restaurantsbrighton.co.uk/chilli-brighton/,https://restaurantsbrighton.co.uk/chilli-brighton/,"6 Prince Albert Street, Brighton, BN1 1HE",BN1 1HE,50.821367,-0.141243,False,False,ONSPD via venue page postcode
155,Nanima Asian Kitchen & Café,https://restaurantsbrighton.co.uk/nanima-brighton/,https://restaurantsbrighton.co.uk/nanima-brighton/,36 St. George's Road Brighton BN2 1ED,BN2 1ED,50.818723,-0.121586,False,False,ONSPD via venue page postcode
156,Honest Burgers,https://restaurantsbrighton.co.uk/honest-burgers-brighton/,https://restaurantsbrighton.co.uk/honest-burgers-brighton/,22 – 23 York Place Brighton East Sussex BN1 4GU,BN1 4GU,50.828646,-0.135785,False,False,ONSPD via venue page postcode
157,Fountain Head Pub & Boysterous Burgers,https://restaurantsbrighton.co.uk/boysterous-burgers/,https://restaurantsbrighton.co.uk/boysterous-burgers/,"101-102 North Road Brighton, BN1 1YE",BN1 1YE,50.825584,-0.137810,False,False,ONSPD via venue page postcode
158,Lavash,https://restaurantsbrighton.co.uk/lavash-restaurant-brighton/,https://restaurantsbrighton.co.uk/lavash-restaurant-brighton/,"60 North Street, Brighton BN1 1RH",BN1 1RH,50.823190,-0.142534,False,False,ONSPD via venue page postcode
159,The Wine Cellar Brighton,,https://thewinecellarbrighton.co.uk/,,BN1 1WN,50.824459,-0.137187,False,False,"ONSPD via Nominatim (Sussex bbox, retry)"
160,Ten Green Bottles,https://restaurantsbrighton.co.uk/ten-green-bottles-brighton/,https://restaurantsbrighton.co.uk/ten-green-bottles-brighton/,"9 Jubilee St, Brighton BN1 1GE",BN1 1GE,50.824983,-0.138813,False,False,ONSPD via venue page postcode
161,Bincho Yakitori,https://restaurantsbrighton.co.uk/bincho-yakitori/,https://restaurantsbrighton.co.uk/bincho-yakitori/,"63 Preston St, Brighton BN1 2HE",BN1 2HE,50.824016,-0.150580,False,False,ONSPD via venue page postcode
162,Shaanxi Brighton,https://restaurantsbrighton.co.uk/shaanxi-brighton/,https://restaurantsbrighton.co.uk/shaanxi-brighton/,"48 Preston Street, Brighton, BN1 2HP",BN1 2HP,50.823933,-0.151023,False,False,ONSPD via venue page postcode
163,Chilli Pickle,https://restaurantsbrighton.co.uk/chilli-pickle-brighton/,https://restaurantsbrighton.co.uk/chilli-pickle-brighton/,"6-8 Meeting House Lane, Brighton, BN1 1HB",BN1 1HB,50.822154,-0.140729,False,False,ONSPD via venue page postcode
164,The Real Junk Food Project,https://restaurantsbrighton.co.uk/the-real-junk-food-project-brighton/,https://restaurantsbrighton.co.uk/the-real-junk-food-project-brighton/,"50 Gardner St, Brighton BN1 1UN",BN1 1UN,50.824925,-0.139355,False,False,ONSPD via venue page postcode
165,Chilli Shaak,,https://chillishaak.com/,,,,,False,False,
166,Pompoko,https://restaurantsbrighton.co.uk/pompoko-brighton/,https://restaurantsbrighton.co.uk/pompoko-brighton/,"110 Church Street, Brighton BN1 1UD",BN1 1UD,50.824082,-0.138380,False,False,ONSPD via venue page postcode
167,Spanish Lady Pub & Kitchen,,https://www.spanishladypub.com/,,BN2 8LH,50.800607,-0.037276,False,False,"ONSPD via Nominatim (Sussex bbox, retry)"
168,Tony's,,https://originaltonys.com/,,,,,False,False,
169,Pizza 500,,https://www.instagram.com/pizza500ltd/,,BN1 4QG,50.835275,-0.141855,False,False,"ONSPD via Nominatim (Sussex bbox, retry)"
170,Paris Wine Bar,https://restaurantsbrighton.co.uk/paris-wine-bar-hove/,https://restaurantsbrighton.co.uk/paris-wine-bar-hove/,"119 Church Road, Hove BN3 2AF",BN3 2AF,50.828020,-0.171665,True,False,ONSPD via venue page postcode
171,Chuckaburger,,,,,,,False,False,
172,Pizzaface,,https://www.instagram.com/pizzaface_ltd/,,BN2 1ED,50.818723,-0.121586,False,False,"ONSPD via Nominatim (Sussex bbox, retry)"
173,Wild Flour Pizza,,https://www.wildflourpizza.co.uk/,,BN2 7BA,50.816194,-0.076543,False,False,"ONSPD via Nominatim (Sussex bbox, retry)"
174,Thai Pad Thai,,https://www.thaipadthai.uk/,,BN1 3JD,50.830273,-0.147038,False,False,"ONSPD via Nominatim (Sussex bbox, retry)"
175,Bayon Bakery,https://restaurantsbrighton.co.uk/bayon-bakery/,https://restaurantsbrighton.co.uk/bayon-bakery/,"11 Hove Park Villas, Brighton and Hove",BN3 6HP,50.835791,-0.170154,False,False,"ONSPD via Nominatim (Sussex bbox, retry)"
176,Pommy's Pizza,,https://www.instagram.com/pommyspizza/?hl=en,,,,,False,False,
177,Taco Look at Me Now,,https://www.instagram.com/tacolookatmenow/,,,,,False,False,
178,Lost Boys Chicken,https://restaurantsbrighton.co.uk/lost-boys-chicken/,https://restaurantsbrighton.co.uk/lost-boys-chicken/,"The Joker Pub 2 Preston Road, Brighton, BN1 4QF",BN1 4QF,50.834517,-0.139996,False,False,ONSPD via venue page postcode
179,PizzaMe (Pizza Me),,https://www.instagram.com/pizzame_brighton/,,BN2 3DD,50.831640,-0.126790,False,False,"ONSPD via Nominatim (Sussex bbox, retry)"
180,Bee May Bakery,,https://www.beemaybaker.com/,,,,,False,False,
181,Cloud 9,,https://cloud9brighton.co.uk/,,BN1 4AL,50.826267,-0.138904,False,False,"ONSPD via Nominatim (Sussex bbox, retry)"
182,Open Bakery,https://restaurantsbrighton.co.uk/open-bakery-queens-park/,https://restaurantsbrighton.co.uk/open-bakery-queens-park/,"35 West Dr, Brighton and Hove, Brighton BN2 0GD",BN2 0GD,50.824740,-0.127535,False,False,ONSPD via venue page postcode
183,Becky's Brownies,,https://www.beckysbrownies.co.uk/,,,,,False,False,
184,Berkson Bakes,,https://berksonbakes.co.uk/,,,,,False,False,
185,Boho Gelato,,https://www.bohogelato.co.uk/,,BN1 1AD,50.821691,-0.142167,False,False,"ONSPD via Nominatim (Sussex bbox, retry)"
186,Real Patisserie,,,,,,,False,False,
187,Sugardough,,https://sugardough.co.uk/,,BN3 2WB,50.825018,-0.175985,False,False,"ONSPD via Nominatim (Sussex bbox, retry)"
188,Marrocco's,,https://www.marroccos.co.uk/,,,,,False,False,
189,Jacobs Bakery + Cafe,https://restaurantsbrighton.co.uk/jacobs-bakery/,https://restaurantsbrighton.co.uk/jacobs-bakery/,"NORTH UNIT, ROX, Gloucester Place, Brighton, BN1 4UD, United Kingdom",BN1 4UD,50.826649,-0.135793,False,False,ONSPD via venue page postcode
190,Honey Cake By Mary,https://restaurantsbrighton.co.uk/honey-cake-brighton/,https://restaurantsbrighton.co.uk/honey-cake-brighton/,"20 Richardson Rd, Brighton and Hove, Hove BN3 5RB",BN3 5RB,50.830979,-0.188007,False,False,ONSPD via venue page postcode
191,Knoops,https://restaurantsbrighton.co.uk/knoops-brighton/,https://restaurantsbrighton.co.uk/knoops-brighton/,"42 Market Street, Brighton, BN1 1HH",BN1 1HH,50.821460,-0.139763,False,False,ONSPD via venue page postcode
